##################################################################################
# Grid of water world sub-Neptune atmospheric escape models 
#   wind-ae (Broome+2025)
#
# Atmosphere Composition
#  HI: 1.12e-01
#  OI: 8.88e-01
#
# Parameters:
#   Mp: planet mass (M_earth)
#   Rp: planet radius (R_earth)
#   grav: planet gravity (m/s^2)
#   Teq: equilibrium temperature (K)
#   a: semi-major axis (au)
#   Fxuv: total XUV flux at planet's orbit (Fuv_earth)
#   mstar: stellar mass (Msun)
#   lstar: stellar luminosity (Lsun)
#   Mdot: atmospheric mass-loss rate (kg/s)
#   Mdot_OW17: atmospheric mass-loss rate from Owen & Wu 2017 (kg/s) [IGNORE FOR NOW]
#   ramp_to: 0- ramp success, else- ramp failed
#   run_wind: sim.run_wind() output. 0- wind launched, else- wind failed
#   rochelim: 0- planet outside Roche limit, 1- planet within Roche limit
#
# Created: November 03, 2025
# Units: SI, astronomical
# Pure H2O atmosphere, no conductive or bolometric heat/cool, static bcs.
##################################################################################

Mp	Rp	grav	Teq	a	Fxuv	mstar	lstar	Mdot	MdotOW17	ramp_to	run_wind	rochelim
7.00000	3.07751	7.240000	675	0.02042	9.82388e-01	0.300	0.01442	4.30172e+04	1.29180e+08	0	0	0
7.00000	3.07751	7.240000	675	0.02042	1.31636e+01	0.300	0.01442	3.56040e+05	1.29180e+08	0	0	0
7.00000	3.07751	7.240000	675	0.02042	1.76388e+02	0.300	0.01442	2.16522e+06	1.29180e+08	0	0	0
7.00000	3.07751	7.240000	675	0.02042	2.36354e+03	0.300	0.01442	1.93952e+07	1.29180e+08	0	0	0
7.00000	3.07751	7.240000	675	0.05143	7.33145e-02	0.550	0.09151	1.99462e+03	1.62680e+07	0	0	0
7.00000	3.07751	7.240000	675	0.05143	9.82388e-01	0.550	0.09151	1.61394e+04	1.62680e+07	0	0	0
7.00000	3.07751	7.240000	675	0.05143	1.31636e+01	0.550	0.09151	1.60329e+05	1.62680e+07	0	0	0
7.00000	3.07751	7.240000	675	0.05143	1.76388e+02	0.550	0.09151	1.29897e+06	1.62680e+07	0	0	0
7.00000	3.07751	7.240000	675	0.05143	2.36354e+03	0.550	0.09151	1.68109e+07	1.62680e+07	0	0	0
7.00000	3.07751	7.240000	675	0.17002	7.33145e-02	1.000	1.00000	1.34848e+03	1.32586e+06	0	0	0
7.00000	3.07751	7.240000	675	0.17002	9.82388e-01	1.000	1.00000	1.01850e+04	1.32586e+06	0	0	0
7.00000	3.07751	7.240000	675	0.17002	1.31636e+01	1.000	1.00000	1.11450e+05	1.32586e+06	0	0	0
7.00000	3.07751	7.240000	675	0.17002	1.76388e+02	1.000	1.00000	1.14184e+06	1.32586e+06	0	0	0
7.00000	3.07751	7.240000	675	0.17002	2.36354e+03	1.000	1.00000	1.60343e+07	1.32586e+06	0	0	0
7.00000	3.07751	7.240000	950	0.00291	7.33145e-02	0.100	0.00115	0.00000e+00	6.04401e+10	10	1	1
7.00000	3.07751	7.240000	950	0.00291	9.82388e-01	0.100	0.00115	0.00000e+00	6.04401e+10	10	1	1
7.00000	3.07751	7.240000	950	0.00291	1.31636e+01	0.100	0.00115	0.00000e+00	6.04401e+10	10	1	1
7.00000	3.07751	7.240000	950	0.00291	1.76388e+02	0.100	0.00115	0.00000e+00	6.04401e+10	10	1	1
7.00000	3.07751	7.240000	950	0.00291	2.36354e+03	0.100	0.00115	0.00000e+00	6.04401e+10	10	1	1
7.00000	3.07751	7.240000	950	0.00722	7.33145e-02	0.220	0.00707	2.31832e+04	2.69850e+09	1	0	0
7.00000	3.07751	7.240000	950	0.00722	9.82388e-01	0.220	0.00707	4.04204e+05	2.69850e+09	0	0	0
7.00000	3.07751	7.240000	950	0.00722	1.31636e+01	0.220	0.00707	3.66778e+06	2.69850e+09	0	0	0
7.00000	3.07751	7.240000	950	0.00722	1.76388e+02	0.220	0.00707	1.86725e+07	2.69850e+09	0	0	0
7.00000	3.07751	7.240000	950	0.00722	2.36354e+03	0.220	0.00707	5.18220e+07	2.69850e+09	0	0	0
7.00000	3.07751	7.240000	950	0.01031	7.33145e-02	0.300	0.01442	1.10335e+04	9.00469e+08	0	0	0
7.00000	3.07751	7.240000	950	0.01031	9.82388e-01	0.300	0.01442	1.37910e+05	9.00469e+08	0	0	0
7.00000	3.07751	7.240000	950	0.01031	1.31636e+01	0.300	0.01442	1.41675e+06	9.00469e+08	0	0	0
7.00000	3.07751	7.240000	950	0.01031	1.76388e+02	0.300	0.01442	8.58806e+06	9.00469e+08	0	0	0
7.00000	3.07751	7.240000	950	0.01031	2.36354e+03	0.300	0.01442	3.35023e+07	9.00469e+08	0	0	0
7.00000	3.07751	7.240000	950	0.02597	7.33145e-02	0.550	0.09151	5.00485e+03	7.84859e+07	0	0	0
7.00000	3.07751	7.240000	950	0.02597	9.82388e-01	0.550	0.09151	4.02199e+04	7.84859e+07	0	0	0
7.00000	3.07751	7.240000	950	0.02597	1.31636e+01	0.550	0.09151	3.28339e+05	7.84859e+07	0	0	0
7.00000	3.07751	7.240000	950	0.02597	1.76388e+02	0.550	0.09151	2.06306e+06	7.84859e+07	0	0	0
7.00000	3.07751	7.240000	950	0.02597	2.36354e+03	0.550	0.09151	2.13893e+07	7.84859e+07	0	0	0
7.00000	3.07751	7.240000	950	0.08584	7.33145e-02	1.000	1.00000	2.49473e+03	5.55132e+06	0	0	0
7.00000	3.07751	7.240000	950	0.08584	9.82388e-01	1.000	1.00000	1.28432e+04	5.55132e+06	0	0	0
7.00000	3.07751	7.240000	950	0.08584	1.31636e+01	1.000	1.00000	2.06241e+05	5.55132e+06	0	0	0
7.00000	3.07751	7.240000	950	0.08584	1.76388e+02	1.000	1.00000	1.20635e+06	5.55132e+06	0	0	0
7.00000	3.07751	7.240000	950	0.08584	2.36354e+03	1.000	1.00000	1.74994e+07	5.55132e+06	0	0	0
7.00000	3.07751	7.240000	1225	0.00175	7.33145e-02	0.100	0.00115	0.00000e+00	1.72302e+09	10	1	1
7.00000	3.07751	7.240000	1225	0.00175	9.82388e-01	0.100	0.00115	0.00000e+00	1.72302e+09	10	1	1
7.00000	3.07751	7.240000	1225	0.00175	1.31636e+01	0.100	0.00115	0.00000e+00	1.72302e+09	10	1	1
7.00000	3.07751	7.240000	1225	0.00175	1.76388e+02	0.100	0.00115	0.00000e+00	1.72302e+09	10	1	1
7.00000	3.07751	7.240000	1225	0.00175	2.36354e+03	0.100	0.00115	0.00000e+00	1.72302e+09	10	1	1
7.00000	3.07751	7.240000	1225	0.00434	7.33145e-02	0.220	0.00707	0.00000e+00	5.51342e+11	10	1	1
7.00000	3.07751	7.240000	1225	0.00434	9.82388e-01	0.220	0.00707	0.00000e+00	5.51342e+11	10	1	1
7.00000	3.07751	7.240000	1225	0.00434	1.31636e+01	0.220	0.00707	0.00000e+00	5.51342e+11	10	1	1
7.00000	3.07751	7.240000	1225	0.00434	1.76388e+02	0.220	0.00707	0.00000e+00	5.51342e+11	10	1	1
7.00000	3.07751	7.240000	1225	0.00434	2.36354e+03	0.220	0.00707	0.00000e+00	5.51342e+11	10	1	1
7.00000	3.07751	7.240000	1225	0.00620	7.33145e-02	0.300	0.01442	0.00000e+00	1.01372e+10	10	1	1
7.00000	3.07751	7.240000	1225	0.00620	9.82388e-01	0.300	0.01442	0.00000e+00	1.01372e+10	10	1	1
7.00000	3.07751	7.240000	1225	0.00620	1.31636e+01	0.300	0.01442	0.00000e+00	1.01372e+10	10	1	1
7.00000	3.07751	7.240000	1225	0.00620	1.76388e+02	0.300	0.01442	0.00000e+00	1.01372e+10	10	1	1
7.00000	3.07751	7.240000	1225	0.00620	2.36354e+03	0.300	0.01442	0.00000e+00	1.01372e+10	10	1	1
7.00000	3.07751	7.240000	1225	0.01562	7.33145e-02	0.550	0.09151	7.31807e+03	3.05310e+08	0	0	0
7.00000	3.07751	7.240000	1225	0.01562	9.82388e-01	0.550	0.09151	9.02990e+04	3.05310e+08	0	0	0
7.00000	3.07751	7.240000	1225	0.01562	1.31636e+01	0.550	0.09151	9.16188e+05	3.05310e+08	0	0	0
7.00000	3.07751	7.240000	1225	0.01562	1.76388e+02	0.550	0.09151	5.18274e+06	3.05310e+08	0	0	0
7.00000	3.07751	7.240000	1225	0.01562	2.36354e+03	0.550	0.09151	0.00000e+00	3.05310e+08	10	1	1
7.00000	3.07751	7.240000	1225	0.05162	7.33145e-02	1.000	1.00000	5.14325e+03	1.68500e+07	0	0	0
7.00000	3.07751	7.240000	1225	0.05162	9.82388e-01	1.000	1.00000	1.97125e+04	1.68500e+07	0	0	0
7.00000	3.07751	7.240000	1225	0.05162	1.31636e+01	1.000	1.00000	5.56196e+05	1.68500e+07	0	0	0
7.00000	3.07751	7.240000	1225	0.05162	1.76388e+02	1.000	1.00000	1.40350e+06	1.68500e+07	0	0	0
7.00000	3.07751	7.240000	1225	0.05162	2.36354e+03	1.000	1.00000	2.16463e+07	1.68500e+07	0	0	0
7.00000	3.07751	7.240000	1500	0.00117	7.33145e-02	0.100	0.00115	0.00000e+00	7.01973e+08	10	1	1
7.00000	3.07751	7.240000	1500	0.00117	9.82388e-01	0.100	0.00115	0.00000e+00	7.01973e+08	10	1	1
7.00000	3.07751	7.240000	1500	0.00117	1.31636e+01	0.100	0.00115	0.00000e+00	7.01973e+08	10	1	1
7.00000	3.07751	7.240000	1500	0.00117	1.76388e+02	0.100	0.00115	0.00000e+00	7.01973e+08	10	1	1
7.00000	3.07751	7.240000	1500	0.00117	2.36354e+03	0.100	0.00115	0.00000e+00	7.01973e+08	10	1	1
7.00000	3.07751	7.240000	1500	0.00289	7.33145e-02	0.220	0.00707	0.00000e+00	1.23795e+10	10	1	1
7.00000	3.07751	7.240000	1500	0.00289	9.82388e-01	0.220	0.00707	0.00000e+00	1.23795e+10	10	1	1
7.00000	3.07751	7.240000	1500	0.00289	1.31636e+01	0.220	0.00707	0.00000e+00	1.23795e+10	10	1	1
7.00000	3.07751	7.240000	1500	0.00289	1.76388e+02	0.220	0.00707	0.00000e+00	1.23795e+10	10	1	1
7.00000	3.07751	7.240000	1500	0.00289	2.36354e+03	0.220	0.00707	0.00000e+00	1.23795e+10	10	1	1
7.00000	3.07751	7.240000	1500	0.00414	7.33145e-02	0.300	0.01442	0.00000e+00	1.11961e+11	10	1	1
7.00000	3.07751	7.240000	1500	0.00414	9.82388e-01	0.300	0.01442	0.00000e+00	1.11961e+11	10	1	1
7.00000	3.07751	7.240000	1500	0.00414	1.31636e+01	0.300	0.01442	0.00000e+00	1.11961e+11	10	1	1
7.00000	3.07751	7.240000	1500	0.00414	1.76388e+02	0.300	0.01442	0.00000e+00	1.11961e+11	10	1	1
7.00000	3.07751	7.240000	1500	0.00414	2.36354e+03	0.300	0.01442	0.00000e+00	1.11961e+11	10	1	1
7.00000	3.07751	7.240000	1500	0.01041	7.33145e-02	0.550	0.09151	2.21278e+04	1.23233e+09	0	0	0
7.00000	3.07751	7.240000	1500	0.01041	9.82388e-01	0.550	0.09151	2.74075e+05	1.23233e+09	0	0	0
7.00000	3.07751	7.240000	1500	0.01041	1.31636e+01	0.550	0.09151	2.65545e+06	1.23233e+09	0	0	0
7.00000	3.07751	7.240000	1500	0.01041	1.76388e+02	0.550	0.09151	1.45190e+07	1.23233e+09	0	0	0
7.00000	3.07751	7.240000	1500	0.01041	2.36354e+03	0.550	0.09151	4.52336e+07	1.23233e+09	0	0	0
7.00000	3.07751	7.240000	1500	0.03443	7.33145e-02	1.000	1.00000	0.00000e+00	4.30756e+07	10	1	1
7.00000	3.07751	7.240000	1500	0.03443	9.82388e-01	1.000	1.00000	3.49571e+04	4.30756e+07	0	0	0
7.00000	3.07751	7.240000	1500	0.03443	1.31636e+01	1.000	1.00000	2.78761e+05	4.30756e+07	0	0	0
7.00000	3.07751	7.240000	1500	0.03443	1.76388e+02	1.000	1.00000	1.88065e+06	4.30756e+07	0	0	0
7.00000	3.07751	7.240000	1500	0.03443	2.36354e+03	1.000	1.00000	3.06697e+07	4.30756e+07	0	0	0
7.00000	2.21312	14.000000	400	0.01644	7.33145e-02	0.100	0.00115	1.02359e+02	8.39192e+06	0	0	0
7.00000	2.21312	14.000000	400	0.01644	9.82388e-01	0.100	0.00115	1.17498e+03	8.39192e+06	0	0	0
7.00000	2.21312	14.000000	400	0.01644	1.31636e+01	0.100	0.00115	1.25024e+04	8.39192e+06	0	0	0
7.00000	2.21312	14.000000	400	0.01644	1.76388e+02	0.100	0.00115	1.74975e+05	8.39192e+06	0	0	0
7.00000	2.21312	14.000000	400	0.01644	2.36354e+03	0.100	0.00115	3.17923e+06	8.39192e+06	0	0	0
7.00000	2.21312	14.000000	400	0.04070	7.33145e-02	0.220	0.00707	4.00572e+01	5.96012e+06	0	0	0
7.00000	2.21312	14.000000	400	0.04070	9.82388e-01	0.220	0.00707	4.85328e+02	5.96012e+06	0	0	0
7.00000	2.21312	14.000000	400	0.04070	1.31636e+01	0.220	0.00707	6.27538e+03	5.96012e+06	0	0	0
7.00000	2.21312	14.000000	400	0.04070	1.76388e+02	0.220	0.00707	1.08620e+05	5.96012e+06	0	0	0
7.00000	2.21312	14.000000	400	0.04070	2.36354e+03	0.220	0.00707	2.45087e+06	5.96012e+06	0	0	0
7.00000	2.21312	14.000000	400	0.05815	7.33145e-02	0.300	0.01442	3.20988e+01	3.11285e+06	0	0	0
7.00000	2.21312	14.000000	400	0.05815	9.82388e-01	0.300	0.01442	4.02489e+02	3.11285e+06	0	0	0
7.00000	2.21312	14.000000	400	0.05815	1.31636e+01	0.300	0.01442	5.48065e+03	3.11285e+06	0	0	0
7.00000	2.21312	14.000000	400	0.05815	1.76388e+02	0.300	0.01442	9.83357e+04	3.11285e+06	0	0	0
7.00000	2.21312	14.000000	400	0.05815	2.36354e+03	0.300	0.01442	2.34613e+06	3.11285e+06	0	0	0
7.00000	2.21312	14.000000	400	0.14646	7.33145e-02	0.550	0.09151	2.30156e+01	4.68335e+05	0	0	0
7.00000	2.21312	14.000000	400	0.14646	9.82388e-01	0.550	0.09151	3.10856e+02	4.68335e+05	0	0	0
7.00000	2.21312	14.000000	400	0.14646	1.31636e+01	0.550	0.09151	4.49898e+03	4.68335e+05	0	0	0
7.00000	2.21312	14.000000	400	0.14646	1.76388e+02	0.550	0.09151	0.00000e+00	4.68335e+05	10	1	1
7.00000	2.21312	14.000000	400	0.14646	2.36354e+03	0.550	0.09151	0.00000e+00	4.68335e+05	10	1	1
7.00000	2.21312	14.000000	400	0.48417	7.33145e-02	1.000	1.00000	1.91182e+01	4.17202e+04	0	0	0
7.00000	2.21312	14.000000	400	0.48417	9.82388e-01	1.000	1.00000	2.76803e+02	4.17202e+04	0	0	0
7.00000	2.21312	14.000000	400	0.48417	1.31636e+01	1.000	1.00000	4.35459e+03	4.17202e+04	1	0	0
7.00000	2.21312	14.000000	400	0.48417	1.76388e+02	1.000	1.00000	0.00000e+00	4.17202e+04	10	1	1
7.00000	2.21312	14.000000	400	0.48417	2.36354e+03	1.000	1.00000	2.22136e+06	4.17202e+04	0	0	0
7.00000	2.21312	14.000000	675	0.00577	7.33145e-02	0.100	0.00115	0.00000e+00	1.23563e+08	10	1	1
7.00000	2.21312	14.000000	675	0.00577	9.82388e-01	0.100	0.00115	0.00000e+00	1.23563e+08	10	1	1
7.00000	2.21312	14.000000	675	0.00577	1.31636e+01	0.100	0.00115	0.00000e+00	1.23563e+08	10	1	1
7.00000	2.21312	14.000000	675	0.00577	1.76388e+02	0.100	0.00115	0.00000e+00	1.23563e+08	10	1	1
7.00000	2.21312	14.000000	675	0.00577	2.36354e+03	0.100	0.00115	0.00000e+00	1.23563e+08	10	1	1
7.00000	2.21312	14.000000	675	0.01429	7.33145e-02	0.220	0.00707	2.90904e+02	6.21812e+07	0	0	0
7.00000	2.21312	14.000000	675	0.01429	9.82388e-01	0.220	0.00707	3.19397e+03	6.21812e+07	0	0	0
7.00000	2.21312	14.000000	675	0.01429	1.31636e+01	0.220	0.00707	2.92328e+04	6.21812e+07	0	0	0
7.00000	2.21312	14.000000	675	0.01429	1.76388e+02	0.220	0.00707	3.07344e+05	6.21812e+07	0	0	0
7.00000	2.21312	14.000000	675	0.01429	2.36354e+03	0.220	0.00707	4.42701e+06	6.21812e+07	0	0	0
7.00000	2.21312	14.000000	675	0.02042	7.33145e-02	0.300	0.01442	1.41847e+02	3.04029e+07	0	0	0
7.00000	2.21312	14.000000	675	0.02042	9.82388e-01	0.300	0.01442	1.59835e+03	3.04029e+07	0	0	0
7.00000	2.21312	14.000000	675	0.02042	1.31636e+01	0.300	0.01442	1.62431e+04	3.04029e+07	0	0	0
7.00000	2.21312	14.000000	675	0.02042	1.76388e+02	0.300	0.01442	2.08374e+05	3.04029e+07	0	0	0
7.00000	2.21312	14.000000	675	0.02042	2.36354e+03	0.300	0.01442	3.52575e+06	3.04029e+07	0	0	0
7.00000	2.21312	14.000000	675	0.05143	7.33145e-02	0.550	0.09151	4.31175e+01	4.12581e+06	0	0	0
7.00000	2.21312	14.000000	675	0.05143	9.82388e-01	0.550	0.09151	5.17924e+02	4.12581e+06	0	0	0
7.00000	2.21312	14.000000	675	0.05143	1.31636e+01	0.550	0.09151	6.57908e+03	4.12581e+06	0	0	0
7.00000	2.21312	14.000000	675	0.05143	1.76388e+02	0.550	0.09151	1.12415e+05	4.12581e+06	0	0	0
7.00000	2.21312	14.000000	675	0.05143	2.36354e+03	0.550	0.09151	2.49168e+06	4.12581e+06	0	0	0
7.00000	2.21312	14.000000	675	0.17002	7.33145e-02	1.000	1.00000	2.33216e+01	3.48294e+05	0	0	0
7.00000	2.21312	14.000000	675	0.17002	9.82388e-01	1.000	1.00000	3.13891e+02	3.48294e+05	0	0	0
7.00000	2.21312	14.000000	675	0.17002	1.31636e+01	1.000	1.00000	4.53609e+03	3.48294e+05	0	0	0
7.00000	2.21312	14.000000	675	0.17002	1.76388e+02	1.000	1.00000	0.00000e+00	3.48294e+05	10	1	1
7.00000	2.21312	14.000000	675	0.17002	2.36354e+03	1.000	1.00000	0.00000e+00	3.48294e+05	10	1	1
7.00000	2.21312	14.000000	950	0.00291	7.33145e-02	0.100	0.00115	0.00000e+00	3.29625e+09	10	1	1
7.00000	2.21312	14.000000	950	0.00291	9.82388e-01	0.100	0.00115	0.00000e+00	3.29625e+09	10	1	1
7.00000	2.21312	14.000000	950	0.00291	1.31636e+01	0.100	0.00115	0.00000e+00	3.29625e+09	10	1	1
7.00000	2.21312	14.000000	950	0.00291	1.76388e+02	0.100	0.00115	0.00000e+00	3.29625e+09	10	1	1
7.00000	2.21312	14.000000	950	0.00291	2.36354e+03	0.100	0.00115	0.00000e+00	3.29625e+09	10	1	1
7.00000	2.21312	14.000000	950	0.00722	7.33145e-02	0.220	0.00707	0.00000e+00	4.05558e+08	10	1	1
7.00000	2.21312	14.000000	950	0.00722	9.82388e-01	0.220	0.00707	0.00000e+00	4.05558e+08	10	1	1
7.00000	2.21312	14.000000	950	0.00722	1.31636e+01	0.220	0.00707	0.00000e+00	4.05558e+08	10	1	1
7.00000	2.21312	14.000000	950	0.00722	1.76388e+02	0.220	0.00707	0.00000e+00	4.05558e+08	10	1	1
7.00000	2.21312	14.000000	950	0.00722	2.36354e+03	0.220	0.00707	0.00000e+00	4.05558e+08	10	1	1
7.00000	2.21312	14.000000	950	0.01031	7.33145e-02	0.300	0.01442	1.38447e+03	1.69014e+08	0	0	0
7.00000	2.21312	14.000000	950	0.01031	9.82388e-01	0.300	0.01442	1.64454e+04	1.69014e+08	0	0	0
7.00000	2.21312	14.000000	950	0.01031	1.31636e+01	0.300	0.01442	1.47360e+05	1.69014e+08	0	0	0
7.00000	2.21312	14.000000	950	0.01031	1.76388e+02	0.300	0.01442	8.87309e+05	1.69014e+08	0	0	0
7.00000	2.21312	14.000000	950	0.01031	2.36354e+03	0.300	0.01442	7.62521e+06	1.69014e+08	0	0	0
7.00000	2.21312	14.000000	950	0.02597	7.33145e-02	0.550	0.09151	1.29207e+02	1.85873e+07	0	0	0
7.00000	2.21312	14.000000	950	0.02597	9.82388e-01	0.550	0.09151	1.46390e+03	1.85873e+07	0	0	0
7.00000	2.21312	14.000000	950	0.02597	1.31636e+01	0.550	0.09151	1.50715e+04	1.85873e+07	0	0	0
7.00000	2.21312	14.000000	950	0.02597	1.76388e+02	0.550	0.09151	1.98257e+05	1.85873e+07	0	0	0
7.00000	2.21312	14.000000	950	0.02597	2.36354e+03	0.550	0.09151	3.42363e+06	1.85873e+07	0	0	0
7.00000	2.21312	14.000000	950	0.08584	7.33145e-02	1.000	1.00000	3.23406e+01	1.43022e+06	0	0	0
7.00000	2.21312	14.000000	950	0.08584	9.82388e-01	1.000	1.00000	4.04982e+02	1.43022e+06	0	0	0
7.00000	2.21312	14.000000	950	0.08584	1.31636e+01	1.000	1.00000	5.50548e+03	1.43022e+06	0	0	0
7.00000	2.21312	14.000000	950	0.08584	1.76388e+02	1.000	1.00000	9.86674e+04	1.43022e+06	0	0	0
7.00000	2.21312	14.000000	950	0.08584	2.36354e+03	1.000	1.00000	2.34950e+06	1.43022e+06	0	0	0
7.00000	2.21312	14.000000	1225	0.00175	7.33145e-02	0.100	0.00115	0.00000e+00	3.78611e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00175	9.82388e-01	0.100	0.00115	0.00000e+00	3.78611e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00175	1.31636e+01	0.100	0.00115	0.00000e+00	3.78611e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00175	1.76388e+02	0.100	0.00115	0.00000e+00	3.78611e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00175	2.36354e+03	0.100	0.00115	0.00000e+00	3.78611e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00434	7.33145e-02	0.220	0.00707	0.00000e+00	3.52222e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00434	9.82388e-01	0.220	0.00707	0.00000e+00	3.52222e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00434	1.31636e+01	0.220	0.00707	0.00000e+00	3.52222e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00434	1.76388e+02	0.220	0.00707	0.00000e+00	3.52222e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00434	2.36354e+03	0.220	0.00707	0.00000e+00	3.52222e+09	10	1	1
7.00000	2.21312	14.000000	1225	0.00620	7.33145e-02	0.300	0.01442	0.00000e+00	9.04803e+08	10	1	1
7.00000	2.21312	14.000000	1225	0.00620	9.82388e-01	0.300	0.01442	0.00000e+00	9.04803e+08	10	1	1
7.00000	2.21312	14.000000	1225	0.00620	1.31636e+01	0.300	0.01442	0.00000e+00	9.04803e+08	10	1	1
7.00000	2.21312	14.000000	1225	0.00620	1.76388e+02	0.300	0.01442	0.00000e+00	9.04803e+08	10	1	1
7.00000	2.21312	14.000000	1225	0.00620	2.36354e+03	0.300	0.01442	0.00000e+00	9.04803e+08	10	1	1
7.00000	2.21312	14.000000	1225	0.01562	7.33145e-02	0.550	0.09151	6.17372e+02	6.36346e+07	0	0	0
7.00000	2.21312	14.000000	1225	0.01562	9.82388e-01	0.550	0.09151	6.92912e+03	6.36346e+07	0	0	0
7.00000	2.21312	14.000000	1225	0.01562	1.31636e+01	0.550	0.09151	5.89640e+04	6.36346e+07	0	0	0
7.00000	2.21312	14.000000	1225	0.01562	1.76388e+02	0.550	0.09151	4.80499e+05	6.36346e+07	0	0	0
7.00000	2.21312	14.000000	1225	0.01562	2.36354e+03	0.550	0.09151	5.66240e+06	6.36346e+07	0	0	0
7.00000	2.21312	14.000000	1225	0.05162	7.33145e-02	1.000	1.00000	5.46238e+01	4.21600e+06	0	0	0
7.00000	2.21312	14.000000	1225	0.05162	9.82388e-01	1.000	1.00000	6.43632e+02	4.21600e+06	0	0	0
7.00000	2.21312	14.000000	1225	0.05162	1.31636e+01	1.000	1.00000	7.72593e+03	4.21600e+06	0	0	0
7.00000	2.21312	14.000000	1225	0.05162	1.76388e+02	1.000	1.00000	1.26060e+05	4.21600e+06	0	0	0
7.00000	2.21312	14.000000	1225	0.05162	2.36354e+03	1.000	1.00000	2.64188e+06	4.21600e+06	0	0	0
7.00000	2.21312	14.000000	1500	0.00117	7.33145e-02	0.100	0.00115	0.00000e+00	7.24449e+08	10	1	1
7.00000	2.21312	14.000000	1500	0.00117	9.82388e-01	0.100	0.00115	0.00000e+00	7.24449e+08	10	1	1
7.00000	2.21312	14.000000	1500	0.00117	1.31636e+01	0.100	0.00115	0.00000e+00	7.24449e+08	10	1	1
7.00000	2.21312	14.000000	1500	0.00117	1.76388e+02	0.100	0.00115	0.00000e+00	7.24449e+08	10	1	1
7.00000	2.21312	14.000000	1500	0.00117	2.36354e+03	0.100	0.00115	0.00000e+00	7.24449e+08	10	1	1
7.00000	2.21312	14.000000	1500	0.00289	7.33145e-02	0.220	0.00707	0.00000e+00	8.64622e+11	10	1	1
7.00000	2.21312	14.000000	1500	0.00289	9.82388e-01	0.220	0.00707	0.00000e+00	8.64622e+11	10	1	1
7.00000	2.21312	14.000000	1500	0.00289	1.31636e+01	0.220	0.00707	0.00000e+00	8.64622e+11	10	1	1
7.00000	2.21312	14.000000	1500	0.00289	1.76388e+02	0.220	0.00707	0.00000e+00	8.64622e+11	10	1	1
7.00000	2.21312	14.000000	1500	0.00289	2.36354e+03	0.220	0.00707	0.00000e+00	8.64622e+11	10	1	1
7.00000	2.21312	14.000000	1500	0.00414	7.33145e-02	0.300	0.01442	0.00000e+00	9.88709e+09	10	1	1
7.00000	2.21312	14.000000	1500	0.00414	9.82388e-01	0.300	0.01442	0.00000e+00	9.88709e+09	10	1	1
7.00000	2.21312	14.000000	1500	0.00414	1.31636e+01	0.300	0.01442	0.00000e+00	9.88709e+09	10	1	1
7.00000	2.21312	14.000000	1500	0.00414	1.76388e+02	0.300	0.01442	0.00000e+00	9.88709e+09	10	1	1
7.00000	2.21312	14.000000	1500	0.00414	2.36354e+03	0.300	0.01442	0.00000e+00	9.88709e+09	10	1	1
7.00000	2.21312	14.000000	1500	0.01041	7.33145e-02	0.550	0.09151	2.60344e+03	1.98463e+08	0	0	0
7.00000	2.21312	14.000000	1500	0.01041	9.82388e-01	0.550	0.09151	3.22317e+04	1.98463e+08	0	0	0
7.00000	2.21312	14.000000	1500	0.01041	1.31636e+01	0.550	0.09151	3.27328e+05	1.98463e+08	0	0	0
7.00000	2.21312	14.000000	1500	0.01041	1.76388e+02	0.550	0.09151	1.84354e+06	1.98463e+08	0	0	0
7.00000	2.21312	14.000000	1500	0.01041	2.36354e+03	0.550	0.09151	1.04660e+07	1.98463e+08	0	0	0
7.00000	2.21312	14.000000	1500	0.03443	7.33145e-02	1.000	1.00000	1.07451e+02	1.03277e+07	0	0	0
7.00000	2.21312	14.000000	1500	0.03443	9.82388e-01	1.000	1.00000	1.23031e+03	1.03277e+07	0	0	0
7.00000	2.21312	14.000000	1500	0.03443	1.31636e+01	1.000	1.00000	1.30009e+04	1.03277e+07	0	0	0
7.00000	2.21312	14.000000	1500	0.03443	1.76388e+02	1.000	1.00000	1.79664e+05	1.03277e+07	0	0	0
7.00000	2.21312	14.000000	1500	0.03443	2.36354e+03	1.000	1.00000	3.23033e+06	1.03277e+07	0	0	0
7.00000	1.51185	30.000000	400	0.01644	7.33145e-02	0.100	0.00115	8.90603e-03	1.68854e+06	0	0	0
7.00000	1.51185	30.000000	400	0.01644	9.82388e-01	0.100	0.00115	5.44995e-01	1.68854e+06	0	0	0
7.00000	1.51185	30.000000	400	0.01644	1.31636e+01	0.100	0.00115	2.80471e+01	1.68854e+06	0	0	0
7.00000	1.51185	30.000000	400	0.01644	1.76388e+02	0.100	0.00115	1.01479e+03	1.68854e+06	0	0	0
